previous_predicted,sentence,expected,predicted,reasoning
B1,Soñé contigo.,B1,B1,"The sentence uses the preterite tense ('soñé'), which is part of B1 level grammar as it involves past tense usage. It is a straightforward statement without complex connectors or abstract concepts."
A2,Tengo que conseguir una computadora nueva.,A2,A2,"The sentence uses the modal verb 'tener que' (must/have to), which is a key indicator of A2 level according to the guidelines. The structure is simple present tense with basic vocabulary."
A2,¡No voy a perder!,A2,B1,"The sentence uses the future tense ('voy a perder'), which is a key feature of B1 level grammar. It is a straightforward statement without complex connectors, subjunctive mood, or abstract concepts."
B1,Llegué tarde a la escuela.,B1,B1,"The sentence uses the preterite tense ('llegué'), which is part of B1 level grammar as it involves past tense usage. There are no complex connectors, subjunctive mood, or advanced vocabulary, which would place it higher."
A1,Las clases están por comenzar de nuevo pronto.,A1,B1,"The sentence uses a future construction ('están por comenzar') and a time adverb ('pronto'), which are typical of B1 level grammar. The vocabulary is basic and there are no complex connectors or abstract concepts."
A2,Creo que voy a estornudar. Dame un pañuelo.,A2,B1,"The sentence uses future tense ('voy a estornudar') and a direct request ('Dame un pañuelo'), which are typical of B1 level. The vocabulary is basic, and there are no complex grammatical structures or abstract concepts."
B1,"Por un momento, pensé que se había vuelto loco.",B1,B1,"The sentence uses the past perfect tense ('se había vuelto'), which is a B1-level grammar structure. The vocabulary is basic and the sentence is a straightforward narrative without abstract or academic content. It does not contain complex connectors, subjunctive mood, or advanced grammatical features typical of higher CEFR levels."
B1,Este día fue solo una pérdida de tiempo y dinero.,B1,B1,"The sentence uses the past tense ('fue') and simple vocabulary to express a personal opinion. It does not contain idioms, connectors, or abstract concepts typical of higher levels. The structure is straightforward, aligning with B1's focus on past tense and everyday reasoning."
B1,Me tomó por sorpresa; no sabía qué hacer.,B1,B2,"The sentence uses a semicolon to join two independent clauses, which is a B2-level structure. The vocabulary and grammar are straightforward, with no abstract or academic content. The use of past tenses ('tomó', 'sabía') and a personal experience narrative aligns with B2 complexity."
B1,¡Pero nunca me has hablado de esto!,B1,B1,"The sentence uses the present perfect tense ('has hablado'), which is a B1-level grammar structure. The vocabulary is basic, and there are no complex connectors or subjunctive usage. The exclamation mark does not affect the CEFR classification."
B1,He cambiado el diseño de mi sitio web.,B1,B1,"The sentence uses the present perfect tense ('He cambiado'), which is a B1-level grammatical structure. The vocabulary is basic and the sentence structure is straightforward, without complex connectors or abstract concepts."
B1,"Cuando somos pequeños, todo parece tan grande.",B1,C2,"The sentence reflects a philosophical or abstract observation about human perception during childhood, which aligns with C2-level content despite its simple grammatical structure. The use of universal truths and reflective insight classifies it as abstract/philosophical."
A1,Él no me vencerá.,A1,B1,"The sentence uses the future tense ('vencerá'), which is typically introduced at the B1 level. While the content expresses determination, it lacks the abstract or philosophical depth seen in C2 examples. The grammar aligns with B1 criteria."
B2,Tengo que hacer la colada mientras todavía esté soleado.,B2,B2,"The sentence uses the connector 'mientras' and the subjunctive mood 'esté' in a common context, which aligns with B2 criteria. It also includes a modal verb structure 'tengo que' and a conditional clause, indicating a more complex sentence structure than A2."
B2,"Lo siento, no creo que pueda.",B2,B2,"The sentence uses the subjunctive mood ('pueda') in a common context ('creo que'), which is characteristic of B2 level. It also includes a polite expression ('Lo siento') and a modal structure indicating doubt, aligning with B2 complexity."
B1,Tuviste mucho tiempo.,B1,B1,"The sentence uses the past tense ('tuviste'), which is a key feature of B1 level grammar. It is a simple declarative statement without complex connectors or abstract concepts, fitting the B1 classification for past tense usage in everyday contexts."
A2,¡Deja de criticarme!,A2,A2,"The sentence uses the imperative form 'Deja' (Stop), which is a basic command structure. While A1 includes simple present tense, the imperative is a distinct grammatical form typically introduced at A2 level. The vocabulary is basic, but the use of a direct command aligns with A2's focus on modal verbs and everyday actions."
A2,"¡Vamos! Háblame, Trang.",A2,B2,"The sentence uses the imperative form 'Háblame' with the subjunctive mood, which is a common context for B2 level. The use of the subjunctive in commands (háblame) indicates a B2 classification."
B1,Casi he terminado.,B1,B1,"The sentence uses the present perfect tense ('he terminado'), which is a B1-level grammar structure. The vocabulary is basic and there are no complex connectors or subjunctive usage. The sentence is a straightforward statement of near-completion."
A1,¡Toma la otra silla!,A1,A1,"The sentence is a simple imperative command using basic vocabulary and structure, typical of A1 level. It does not include idioms, modal verbs, or complex grammar."
A1,¿Cuántos sándwiches quedan?,A1,A1,"The sentence uses a simple present tense question structure with basic vocabulary. It does not include idioms, modal verbs, or complex grammar, which aligns with A1 criteria."
B1,Ya no estoy inspirado.,B1,A2,"The sentence uses the idiom 'ya no' (no longer) and a simple present tense structure, which aligns with A2 level as it involves idiomatic expressions and basic negation."
C1,No me rebajaré a su nivel.,C1,C2,"The sentence expresses an abstract moral or ethical stance, which aligns with C2-level content focused on philosophical or abstract concepts. While the grammar is simple (future tense), the thematic depth and nuance of the statement (refusing to lower oneself to another's level) qualify it as C2."
B1,Podíamos ver la puesta de sol desde la ventana.,B1,B1,"The sentence uses the past tense (imperfect) 'Podíamos' and describes a past experience. It does not contain complex connectors, subjunctive mood, or abstract concepts, which aligns with B1 level grammar and vocabulary."
